Id_OT_Simaf;Formaciones;Módulos;OT_Simaf;Ingreso;Tipo_Tarea;Tarea;Km;Fecha_Inicio;Fecha_Fin;Observaciones;Clase_Vehículos
20839;146;23;130-14215;Programado;Preventivo;IQ2;1.002.776,00;17/02/2023;18/02/2023;;C
20705;146;23;130-14139;Programado;Preventivo;IQ1;997.479,00;06/02/2023;07/02/2023;;C
20579;146;23;4-34894;Programado;Preventivo;IB;991.659,00;25/01/2023;26/01/2023;;C
20416;146;23;130-13962;Programado;Preventivo;IQ3;984.706,00;09/01/2023;10/01/2023;;C
20287;146;23;130-13892;Programado;Preventivo;IQ2;979.619,00;29/12/2022;30/12/2022;;C
20149;146;23;130-13810;Programado;Preventivo;IQ1;973.733,00;15/12/2022;16/12/2022;;C
19881;146;23;287-6287;Programado;Preventivo;BA2;968.846,00;21/11/2022;05/12/2022;;C
19764;146;23;130-13570;Programado;Preventivo;IQ1;964.024,00;07/11/2022;08/11/2022;;C
19593;146;23;4-33441;Programado;Preventivo;IB;956.983,00;24/10/2022;25/10/2022;;C
19430;146;23;130-13377;Programado;Preventivo;IQ3;949.649,00;07/10/2022;08/10/2022;;C
19290;146;23;287-5856;Programado;Preventivo;IQ2;944.390,00;24/09/2022;26/09/2022;;C
19171;146;23;130-13199;Programado;Preventivo;IQ1;938.226,00;11/09/2022;12/09/2022;;C
19059;146;23;4-32618;Programado;Preventivo;IB;932.229,00;30/08/2022;31/08/2022;;C
18850;146;23;130-12983;Programado;Preventivo;IQ3;925.611,00;10/08/2022;11/08/2022;;C
18737;146;23;130-12917;Programado;Preventivo;IQ2;920.394,00;30/07/2022;31/07/2022;;C
18566;146;23;130-12820;Programado;Preventivo;IQ1;913.065,00;15/07/2022;16/07/2022;;C
18439;146;23;4-31662;Programado;Preventivo;IB;907.353,00;03/07/2022;04/07/2022;;C
18213;146;23;130-12611;Programado;Preventivo;IQ3;900.058,00;13/06/2022;14/06/2022;;C
18053;146;23;130-12516;Programado;Preventivo;IQ2;893.071,00;29/05/2022;30/05/2022;;C
17823;146;23;130-12366;Programado;Preventivo;IQ1;882.579,00;06/05/2022;07/05/2022;;C
17688;146;23;4-30547;Programado;Preventivo;IB;876.218,00;22/04/2022;23/04/2022;;C
17308;146;23;130-12178;Programado;Preventivo;IQ3;869.950,00;08/04/2022;09/04/2022;;C
17009;146;23;130-12066;Programado;Preventivo;IQ2;863.105,00;22/03/2022;23/03/2022;;C
16897;146;23;130-11963;Programado;Preventivo;IQ1;855.788,00;07/03/2022;08/03/2022;;C
16772;146;23;4-29509;Programado;Preventivo;IB;848.213,00;17/02/2022;18/02/2022;;C
16614;146;23;130-11722;Programado;Preventivo;IQ3;840.328,00;31/01/2022;01/02/2022;;C
16553;146;23;130-11651;Programado;Preventivo;IQ2;835.172,00;20/01/2022;21/01/2022;;C
15774;146;23;130-11546;Programado;Preventivo;IQ1;827.743,00;03/01/2022;04/01/2022;;C
15880;146;23;4-28517;Programado;Preventivo;IB;820.315,00;17/12/2021;18/12/2021;;C
15440;146;23;130-11310;Programado;Preventivo;IQ3;811.838,00;28/11/2021;29/11/2021;;C
15347;146;23;130-11217;Programado;Preventivo;IQ2;804.694,00;13/11/2021;14/11/2021;;C
15238;146;23;130-11120;Programado;Preventivo;IQ1;797.993,00;30/10/2021;31/10/2021;;C
13006;146;23;4-27143;Programado;Preventivo;AN2;790.255,00;27/09/2021;30/09/2021;;C
12856;146;23;130-10767;Programado;Preventivo;IQ3;782.758,00;08/09/2021;09/09/2021;;C
12748;146;23;130-10662;Programado;Preventivo;IQ2;775.071,00;23/08/2021;24/08/2021;;C
12635;146;23;130-10551;Programado;Preventivo;IQ1;767.862,00;07/08/2021;08/08/2021;;C
12546;146;23;4-26020;Programado;Preventivo;IB;762.351,00;26/07/2021;27/07/2021;;C
12457;146;23;130-10379;Programado;Preventivo;IQ3;756.696,00;13/07/2021;14/07/2021;;C
12361;146;23;130-10280;Programado;Preventivo;IQ2;749.440,00;28/06/2021;29/06/2021;;C
12260;146;23;130-10188;Programado;Preventivo;IQ1;742.907,00;14/06/2021;15/06/2021;;C
12149;146;23;4-24912;Programado;Preventivo;IB;735.807,00;30/05/2021;31/05/2021;;C
12042;146;23;13-9989;Programado;Preventivo;IQ3;729.141,00;16/05/2021;17/05/2021;;C
11957;146;23;130-9913;Programado;Preventivo;IQ2;724.239,00;05/05/2021;06/05/2021;;C
11813;146;23;"130-9781
130-9781
130-9781";Programado;Preventivo;IQ1;717.016,00;16/04/2021;17/04/2021;;C
11714;146;23;4-23709;Programado;Preventivo;IB;710.150,00;31/03/2021;31/03/2021;Se cambia fecha de finalización según Simaf;C
11639;146;23;130-9592;Programado;Preventivo;IQ3;704.163,00;19/03/2021;19/03/2021;;C
11526;146;23;130-9477;Programado;Preventivo;IQ2;696.204,00;03/03/2021;03/03/2021;;C
11398;146;23;130-9353;Programado;Preventivo;IQ1;689.148,00;13/02/2021;13/02/2021;;C
11265;146;23;287-1587;Programado;Preventivo;SE;683.396,00;20/01/2021;25/01/2021;;C
8994;146;23;130-9008;Programado;Preventivo;IQ3;678.122,00;26/12/2020;26/12/2020;;C
8886;146;23;130-8905;Programado;Preventivo;IQ2;672.178,00;11/12/2020;11/12/2020;;C
8744;146;23;130-8771;Programado;Preventivo;IQ1;663.459,00;21/11/2020;21/11/2020;;C
8652;146;23;4-20914;Programado;Preventivo;IB;657.083,00;09/11/2020;09/11/2020;;C
8549;146;23;130-8586;Programado;Preventivo;IQ3;650.848,00;26/10/2020;26/10/2020;;C
8409;146;23;130-8444;Programado;Preventivo;IQ2;643.554,00;06/10/2020;06/10/2020;;C
8303;146;23;130-8338;Programado;Preventivo;IQ1;636.144,00;21/09/2020;21/09/2020;;C
8188;146;23;4-19666;Programado;Preventivo;IB;629.698,00;03/09/2020;03/09/2020;;C
8070;146;23;130-8101;Programado;Preventivo;IQ3;621.471,00;18/08/2020;18/08/2020;;C
7972;146;23;4-19097;Programado;Preventivo;IQ2;616.357,00;04/08/2020;04/08/2020;;C
7846;146;23;130-7875;Programado;Preventivo;IQ1;607.912,00;17/07/2020;17/07/2020;;C
7760;146;23;287-585;Programado;Preventivo;RS;601.761,00;13/05/2020;05/07/2020;Bogies de M36 con km 601263;C
7302;146;23;130-7335;Programado;Preventivo;IQ3;597.417,00;04/05/2020;04/05/2020;;C
7191;146;23;130-7229;Programado;Preventivo;IQ2;590.995,00;19/04/2020;19/04/2020;;C
7087;146;23;130-7097;Programado;Preventivo;IQ1;583.191,00;28/03/2020;28/03/2020;;C
6975;146;23;4-16305;Programado;Preventivo;IB;575.996,00;11/03/2020;11/03/2020;;C
6864;146;23;130-6881;Programado;Preventivo;IQ3;568.391,00;25/02/2020;25/02/2020;;C
6761;146;23;130-6782;Programado;Preventivo;IQ2;561.046,00;10/02/2020;10/02/2020;;C
6657;146;23;130-6690;Programado;Preventivo;IQ1;553.928,00;27/01/2020;27/01/2020;;C
6563;146;23;4-15182;Programado;Preventivo;IB;547.366,00;14/01/2020;14/01/2020;;C
6452;146;23;130-6478;Programado;Preventivo;IQ3;538.652,00;29/12/2019;29/12/2019;;C
6355;146;23;130-6375;Programado;Preventivo;IQ2;532.666,00;15/12/2019;15/12/2019;;C
6236;146;23;130-6248;Programado;Preventivo;IQ1;526.300,00;28/11/2019;28/11/2019;;C
6119;146;23;4-13908;Programado;Preventivo;IB;518.884,00;12/11/2019;12/11/2019;;C
6016;146;23;4-13564;Programado;Preventivo;IQ3;512.004,00;29/10/2019;29/10/2019;;C
5915;146;23;4-13271;Programado;Preventivo;IQ2;504.616,00;15/10/2019;15/10/2019;;C
5823;146;23;SINF-06007;Programado;Preventivo;IQ;497.964,00;01/10/2019;01/10/2019;;C
5730;146;23;SINF-05623;Programado;Preventivo;IB;490.156,00;16/09/2019;16/09/2019;;C
5663;146;23;SINF-05568;Programado;Preventivo;IQ;484.931,00;03/09/2019;03/09/2019;;C
5576;146;23;SINF-05485;Programado;Preventivo;IQ;477.528,00;20/08/2019;20/08/2019;;C
5486;146;23;SINF-05401;Programado;Preventivo;IQ;471.444,00;05/08/2019;05/08/2019;;C
5394;146;23;SINF-05314;Programado;Preventivo;IB;464.852,00;22/07/2019;22/07/2019;;C
5318;146;23;SINF-05243;Programado;Preventivo;IQ;459.096,00;10/07/2019;10/07/2019;;C
5228;146;23;SINF-05158;Programado;Preventivo;IQ;452.494,00;27/06/2019;27/06/2019;;C
5140;146;23;SINF-05075;Programado;Preventivo;IQ;447.367,00;14/06/2019;14/06/2019;;C
5040;146;23;SINF-04977;Programado;Preventivo;IB;442.093,00;02/06/2019;02/06/2019;;C
4901;146;23;SINF-04849;Programado;Preventivo;IQ;429.396,00;05/05/2019;05/05/2019;;C
4822;146;23;SINF-04774;Programado;Preventivo;IQ;424.398,00;22/04/2019;22/04/2019;;C
4704;146;23;SINF-04666;Programado;Preventivo;BA1;416.332,00;01/04/2019;05/04/2019;;C
4593;146;23;SINF-04561;Programado;Preventivo;IQ;411.226,00;19/03/2019;19/03/2019;;C
4514;146;23;SINF-04486;Programado;Preventivo;IQ;405.663,00;06/03/2019;06/03/2019;;C
4405;146;23;SINF-04382;Programado;Preventivo;IB;399.893,00;18/02/2019;18/02/2019;;C
4323;146;23;SINF-04299;Programado;Preventivo;IQ;393.456,00;05/02/2019;05/02/2019;;C
4207;146;23;SINF-04192;Programado;Preventivo;IQ;381.083,00;11/01/2019;11/01/2019;;C
4132;146;23;SINF-04115;Programado;Preventivo;IB;374.555,00;29/12/2018;29/12/2018;;C
3953;146;23;SINF-03937;Programado;Preventivo;IQ;357.340,00;15/11/2018;15/11/2018;;C
3877;146;23;SINF-03861;Programado;Preventivo;IB;351.208,00;03/11/2018;03/11/2018;;C
3801;146;23;SINF-03785;Programado;Preventivo;IQ;345.308,00;21/10/2018;21/10/2018;;C
3733;146;23;SINF-03716;Programado;Preventivo;IQ;340.880,00;10/10/2018;10/10/2018;;C
3658;146;23;SINF-03642;Programado;Preventivo;IQ;333.415,00;25/09/2018;25/09/2018;;C
3574;146;23;SINF-03560;Programado;Preventivo;IB;326.512,00;11/09/2018;11/09/2018;;C
3466;146;23;SINF-03450;Programado;Preventivo;IQ;319.490,00;23/08/2018;23/08/2018;;C
3392;146;23;SINF-03376;Programado;Preventivo;IQ;314.332,00;11/08/2018;11/08/2018;;C
3310;146;23;SINF-03293;Programado;Preventivo;IQ;308.004,00;29/07/2018;29/07/2018;;C
3238;146;23;SINF-03226;Programado;Preventivo;IB;302.480,00;17/07/2018;17/07/2018;;C
3150;146;23;SINF-03133;Programado;Preventivo;IQ;297.037,00;03/07/2018;03/07/2018;;C
3082;146;23;SINF-03066;Programado;Preventivo;IQ;292.689,00;21/06/2018;21/06/2018;;C
3006;146;23;SINF-02990;Programado;Preventivo;IQ;288.332,00;08/06/2018;08/06/2018;;C
2914;146;23;SINF-02894;Programado;Preventivo;IB;280.475,00;22/05/2018;22/05/2018;;C
2831;146;23;SINF-02816;Programado;Preventivo;IQ;274.619,00;07/05/2018;07/05/2018;;C
2767;146;23;SINF-02756;Programado;Preventivo;IQ;270.437,00;24/04/2018;24/04/2018;;C
2695;146;23;SINF-02682;Programado;Preventivo;IQ;264.868,00;11/04/2018;11/04/2018;;C
2611;146;23;SINF-02595;Programado;Preventivo;AN1;256.767,00;09/03/2018;24/03/2018;;C
2481;146;23;SINF-02465;Programado;Preventivo;IB;251.196,00;23/02/2018;23/02/2018;;C
2382;146;23;SINF-02366;Programado;Preventivo;IQ;243.117,00;01/02/2018;01/02/2018;;C
2316;146;23;SINF-02300;Programado;Preventivo;IQ;237.617,00;20/01/2018;20/01/2018;;C
2245;146;23;SINF-02229;Programado;Preventivo;IQ;232.427,00;06/01/2018;06/01/2018;;C
2162;146;23;SINF-02149;Programado;Preventivo;IQ;224.828,00;18/12/2017;18/12/2017;;C
2076;146;23;SINF-02060;Programado;Preventivo;IB;219.491,00;01/12/2017;01/12/2017;;C
1982;146;23;SINF-01966;Programado;Preventivo;IQ;212.763,00;12/11/2017;12/11/2017;;C
1901;146;23;SINF-01884;Programado;Preventivo;IQ;204.854,00;26/10/2017;26/10/2017;;C
1821;146;23;SINF-01805;Programado;Preventivo;IQ;197.422,00;07/10/2017;07/10/2017;;C
1748;146;23;SINF-01732;Programado;Preventivo;IB;190.874,00;21/09/2017;21/09/2017;;C
1644;146;23;SINF-01628;Programado;Preventivo;IQ;182.472,00;29/08/2017;29/08/2017;;C
1572;146;23;SINF-01556;Programado;Preventivo;IQ;177.359,00;12/08/2017;12/08/2017;;C
1497;146;23;SINF-01481;Programado;Preventivo;IQ;170.955,00;26/07/2017;26/07/2017;;C
1424;146;23;SINF-01409;Programado;Preventivo;IB;162.432,00;07/07/2017;07/07/2017;;C
1344;146;23;SINF-01332;Programado;Preventivo;IQ;156.599,00;22/06/2017;22/06/2017;;C
1300;146;23;SINF-01284;Programado;Preventivo;IQ;151.274,00;09/06/2017;09/06/2017;;C
1231;146;23;SINF-01216;Programado;Preventivo;IQ;145.195,00;26/05/2017;26/05/2017;;C
1177;146;23;SINF-01161;Programado;Preventivo;IB;140.935,00;15/05/2017;15/05/2017;;C
1104;146;23;SINF-01090;Programado;Preventivo;IQ;133.953,00;24/04/2017;24/04/2017;;C
1041;146;23;SINF-01025;Programado;Preventivo;IQ;125.981,00;05/04/2017;05/04/2017;;C
978;146;23;SINF-00962;Programado;Preventivo;IQ;123.437,00;21/03/2017;21/03/2017;;C
903;146;23;SINF-00887;Programado;Preventivo;IB;114.671,00;23/02/2017;23/02/2017;;C
636;146;23;SINF-00622;Programado;Preventivo;IQ;106.792,00;17/11/2016;17/11/2016;;C
589;146;23;SINF-00573;Programado;Preventivo;IQ;100.487,00;31/10/2016;31/10/2016;;C
514;146;23;SINF-00498;Programado;Preventivo;IQ;93.418,00;26/09/2016;26/09/2016;;C
478;146;23;SINF-00462;Programado;Preventivo;IB;83.995,00;05/09/2016;05/09/2016;;C
436;146;23;SINF-00420;Programado;Preventivo;IQ;74.101,00;11/08/2016;11/08/2016;;C
406;146;23;SINF-00390;Programado;Preventivo;IQ;66.371,00;20/07/2016;20/07/2016;;C
367;146;23;SINF-00351;Programado;Preventivo;IQ;59.548,00;24/06/2016;24/06/2016;;C
335;146;23;SINF-00319;Programado;Preventivo;IB;49.046,00;31/05/2016;31/05/2016;;C
298;146;23;SINF-00282;Programado;Preventivo;IQ;44.174,00;03/05/2016;03/05/2016;;C
274;146;23;SINF-00258;Programado;Preventivo;IQ;37.640,00;14/04/2016;14/04/2016;;C
236;146;23;SINF-00220;Programado;Preventivo;IQ;29.893,00;17/03/2016;17/03/2016;;C
208;146;23;SINF-00192;Programado;Preventivo;IB;23.181,00;26/02/2016;26/02/2016;;C
164;146;23;SINF-00148;Programado;Preventivo;IQ;16.841,00;28/01/2016;28/01/2016;;C
143;146;23;SINF-00126;Programado;Preventivo;IQ;11.172,00;30/12/2015;30/12/2015;;C
125;146;23;SINF-00109;Programado;Preventivo;IQ;5.663,00;02/12/2015;02/12/2015;;C
99;146;23;SINF-00083;Programado;Preventivo;Puesta en Servicio;0,00;31/10/2015;31/10/2015;;C
31519;151;24;43141;Programado;Preventivo;IQ3;1.341.738,00;03/12/2025;04/12/2025;;C
31369;151;24;40641;Programado;Preventivo;IQ2;1.335.506,00;17/11/2025;18/11/2025;;C
31213;151;24;38319;Programado;Preventivo;IQ1;1.329.747,00;03/11/2025;04/11/2025;;C
31011;151;24;35375;Programado;Preventivo;IB;1.323.604,00;15/10/2025;16/10/2025;;C
30842;151;24;32683;Programado;Preventivo;IQ3;1.315.773,00;29/09/2025;30/09/2025;;C
30719;151;24;30818;Programado;Preventivo;IQ2;1.310.520,00;17/09/2025;18/09/2025;;C
30582;151;24;28646;Programado;Preventivo;IQ1;1.304.360,00;03/09/2025;04/09/2025;;C
30411;151;24;26548;Programado;Preventivo;IB;1.297.953,00;20/08/2025;21/08/2025;;C
30287;151;24;24780;Programado;Preventivo;IQ3;1.292.132,00;08/08/2025;09/08/2025;;C
30131;151;24;22531;Programado;Preventivo;IQ2;1.285.712,00;24/07/2025;25/07/2025;;C
30021;151;24;20687;Programado;Preventivo;IQ1;1.279.653,00;11/07/2025;12/07/2025;;C
29916;151;24;19154;Programado;Preventivo;IB;1.274.956,00;01/07/2025;02/07/2025;;C
29814;151;24;17525;Programado;Preventivo;IQ3;1.271.252,00;20/06/2025;21/06/2025;;C
29667;151;24;15518;Programado;Preventivo;IQ2;1.265.916,00;06/06/2025;07/06/2025;;C
29546;151;24;14088;Programado;Preventivo;IQ1;1.261.091,00;27/05/2025;28/05/2025;;C
29293;151;24;9439;Programado;Preventivo;AN4;1.253.975,00;01/05/2025;13/05/2025;;C
29241;151;24;8766;Programado;Preventivo;IB;1.252.686,00;27/04/2025;28/04/2025;;C
29094;151;24;6462;Programado;Preventivo;IQ3;1.246.497,00;13/04/2025;13/04/2025;;C
28954;151;24;4-47407;Programado;Preventivo;IQ2;1.240.599,00;30/03/2025;31/03/2025;;C
28834;151;24;4-47221;Programado;Preventivo;IQ1;1.234.801,00;17/03/2025;18/03/2025;;C
28672;151;24;4-46977;Programado;Preventivo;IB;1.227.898,00;02/03/2025;03/03/2025;;C
28510;151;24;287-12718;Programado;Preventivo;IQ3;1.222.425,00;14/02/2025;17/02/2025;;C
28359;151;24;130-18949;Programado;Preventivo;IQ2;1.216.640,00;31/01/2025;01/02/2025;;C
28223;151;24;130-18858;Programado;Preventivo;IQ1;1.210.944,00;18/01/2025;19/01/2025;;C
28086;151;24;4-46131;Programado;Preventivo;IB;1.205.167,00;06/01/2025;07/01/2025;;C
27960;151;24;130-18693;Programado;Preventivo;IQ3;1.200.053,00;25/12/2024;26/12/2024;;C
27827;151;24;130-18596;Programado;Preventivo;IQ2;1.193.982,00;11/12/2024;12/12/2024;;C
27664;151;24;130-18491;Programado;Preventivo;IQ1;1.187.506,00;26/11/2024;27/11/2024;;C
27489;151;24;4-45221;Programado;Preventivo;IB;1.180.620,00;10/11/2024;11/11/2024;;C
27304;151;24;287-11848;Programado;Preventivo;IQ3;1.173.857,00;25/10/2024;26/10/2024;;C
27195;151;24;130-18212;Programado;Preventivo;IQ2;1.169.141,00;15/10/2024;16/10/2024;;C
27061;151;24;130-18122;Programado;Preventivo;IQ1;1.162.757,00;01/10/2024;02/10/2024;;C
26917;151;24;4-44427;Programado;Preventivo;IB;1.156.442,00;18/09/2024;19/09/2024;;C
26775;151;24;130-17949;Programado;Preventivo;IQ3;1.150.110,00;06/09/2024;07/09/2024;;C
26653;151;24;130-17868;Programado;Preventivo;IQ2;1.144.910,00;24/08/2024;25/08/2024;;C
26476;151;24;130-17779;Programado;Preventivo;IQ1;1.137.495,00;09/08/2024;10/08/2024;;C
26325;151;24;4-43624;Programado;Preventivo;IB;1.130.554,00;26/07/2024;27/07/2024;;C
26207;151;24;130-17617 ;Programado;Preventivo;IQ3;1.125.302,00;16/07/2024;17/07/2024;;C
26090;151;24;"	287-10983";Programado;Preventivo;IQ2;1.120.168,00;05/07/2024;06/07/2024;;C
25914;151;24;287-10843;Programado;Preventivo;IQ1;1.114.248,00;19/06/2024;19/06/2024;;C
25768;151;24;4-42811;Programado;Preventivo;IB;1.108.008,00;04/06/2024;05/06/2024;;C
25622;151;24;130-17234;Programado;Preventivo;IQ3;1.101.629,00;21/05/2024;22/05/2024;;C
25523;151;24;130-17164;Programado;Preventivo;IQ2;1.096.558,00;11/05/2024;12/05/2024;;C
25364;151;24;130-17059;Programado;Preventivo;IQ1;1.089.335,00;25/04/2024;26/04/2024;;C
25082;151;24;287-10123;Programado;Preventivo;BA3;1.082.197,00;27/03/2024;09/04/2024;;C
24992;151;24;130-16823;Programado;Preventivo;IQ2;1.079.107,00;20/03/2024;21/03/2024;;C
24849;151;24;130-16725;Programado;Preventivo;IQ1;1.071.941,00;07/03/2024;08/03/2024;;C
24701;151;24;4-41180;Programado;Preventivo;IB;1.065.793,00;23/02/2024;24/02/2024;;C
24529;151;24;130-16513;Programado;Preventivo;IQ3;1.059.751,00;05/02/2024;06/02/2024;;C
24397;151;24;130-16438;Programado;Preventivo;IQ2;1.053.497,00;23/01/2024;24/01/2024;;C
24249;151;24;130-16351;Programado;Preventivo;IQ1;1.046.534,00;09/01/2024;10/01/2024;;C
24136;151;24;4-40247;Programado;Preventivo;IB;1.040.956,00;29/12/2023;30/12/2023;;C
24004;151;24;130-16208;Programado;Preventivo;IQ3;1.035.578,00;18/12/2023;19/12/2023;;C
23799;151;24;130-16076;Programado;Preventivo;IQ2;1.027.657,00;27/11/2023;28/11/2023;;C
23616;151;24;287-9001;Programado;Preventivo;IQ1;1.020.681,00;10/11/2023;13/11/2023;;C
23495;151;24;4-39224;Programado;Preventivo;IB;1.015.113,00;30/10/2023;31/10/2023;;C
23340;151;24;130-15802;Programado;Preventivo;IQ3;1.008.507,00;16/10/2023;17/10/2023;;C
23219;151;24;130-15719;Programado;Preventivo;IQ2;1.002.462,00;03/10/2023;04/10/2023;;C
23076;151;24;130-15637;Programado;Preventivo;IQ1;996.331,00;20/09/2023;21/09/2023;;C
22943;151;24;4-38395;Programado;Preventivo;IB;990.186,00;07/09/2023;08/09/2023;;C
22817;151;24;130-15491;Programado;Preventivo;IQ3;985.106,00;27/08/2023;28/08/2023;;C
22657;151;24;130-15396;Programado;Preventivo;IQ2;978.556,00;11/08/2023;12/08/2023;;C
22515;151;24;4-37768;Programado;Preventivo;IQ1;973.183,00;31/07/2023;31/07/2023;;C
22343;151;24;4-37510;Programado;Preventivo;IB;965.606,00;14/07/2023;15/07/2023;;C
22169;151;24;130-15095;Programado;Preventivo;IQ3;958.798,00;28/06/2023;29/06/2023;;C
21978;151;24;130-14969;Programado;Preventivo;IQ2;951.967,00;09/06/2023;10/06/2023;;C
21849;151;24;130-14897;Programado;Preventivo;IQ1;946.529,00;29/05/2023;30/05/2023;;C
21690;151;24;4-36580;Programado;Preventivo;IB;941.951,00;14/05/2023;15/05/2023;;C
21563;151;24;130-14704;Programado;Preventivo;IQ3;937.070,00;01/05/2023;02/05/2023;;C
21459;151;24;130-14631;Programado;Preventivo;IQ2;932.609,00;20/04/2023;21/04/2023;;C
21325;151;24;130-14550;Programado;Preventivo;IQ1;927.006,00;08/04/2023;09/04/2023;;C
21169;151;24;287-7091;Programado;Preventivo;AN3;922.628,00;24/03/2023;31/03/2023;;C
21078;151;24;4-35644;Programado;Preventivo;IB;918.438,00;15/03/2023;16/03/2023;;C
20975;151;24;130-14322;Programado;Preventivo;IQ3;913.637,00;05/03/2023;06/03/2023;;C
20789;151;24;130-14192;Programado;Preventivo;IQ2;906.638,00;14/02/2023;15/02/2023;;C
20644;151;24;4-35010;Programado;Preventivo;IQ1;900.300,00;01/02/2023;02/02/2023;;C
20489;151;24;4-34757;Programado;Preventivo;IB;893.277,00;17/01/2023;18/01/2023;;C
20340;151;24;130-13926;Programado;Preventivo;IQ3;886.866,00;03/01/2023;04/01/2023;;C
20185;151;24;130-13839;Programado;Preventivo;IQ2;881.047,00;20/12/2022;21/12/2022;;C
20061;151;24;4-34123;Programado;Preventivo;IQ1;875.411,00;07/12/2022;08/12/2022;;C
19900;151;24;4-33897;Programado;Preventivo;IB;867.960,00;22/11/2022;23/11/2022;;C
19807;151;24;130-13594;Programado;Preventivo;IQ3;864.100,00;11/11/2022;12/11/2022;;C
19623;151;24;130-13496;Programado;Preventivo;IQ2;856.338,00;26/10/2022;27/10/2022;;C
19501;151;24;130-13415;Programado;Preventivo;IQ1;850.775,00;14/10/2022;15/10/2022;;C
19256;151;24;4-32934;Programado;Preventivo;IB;844.158,00;19/09/2022;20/09/2022;;C
19083;151;24;287-5715;Programado;Preventivo;IQ3;837.035,00;02/09/2022;03/09/2022;;C
18974;151;24;130-13061;Programado;Preventivo;IQ2;831.174,00;22/08/2022;23/08/2022;;C
18822;151;24;4-32259;Programado;Preventivo;IQ1;825.171,00;08/08/2022;09/08/2022;;C
18640;151;24;4-31997;Programado;Preventivo;IB;817.777,00;24/07/2022;25/07/2022;;C
18497;151;24;130-12780;Programado;Preventivo;IQ3;811.031,00;09/07/2022;10/07/2022;;C
18343;151;24;130-12683;Programado;Preventivo;IQ2;804.444,00;24/06/2022;25/06/2022;;C
18156;151;24;4-31276;Programado;Preventivo;IQ1;796.390,00;07/06/2022;08/06/2022;;C
17998;151;24;4-31031;Programado;Preventivo;IB;789.761,00;23/05/2022;24/05/2022;;C
17833;151;24;130-12382;Programado;Preventivo;IQ3;782.039,00;08/05/2022;09/05/2022;;C
17819;151;24;4-30762;Programado;Preventivo;IQ2;781.296,00;06/05/2022;07/05/2022;;C
17678;151;24;130-12280;Programado;Preventivo;IQ1;774.410,00;23/04/2022;24/04/2022;;C
17142;151;24;4-30325;Programado;Preventivo;IB;768.177,00;07/04/2022;08/04/2022;;C
16996;151;24;4-30035;Programado;Preventivo;IQ3;759.983,00;20/03/2022;21/03/2022;;C
16883;151;24;130-11950;Programado;Preventivo;IQ2;753.915,00;05/03/2022;06/03/2022;;C
16794;151;24;130-11863;Programado;Preventivo;IQ1;748.121,00;20/02/2022;21/02/2022;;C
16086;151;24;287-3867;Programado;Preventivo;RS;741.388,00;12/01/2022;29/01/2022;;C
15761;151;24;130-11556;Programado;Preventivo;IQ3;740.564,00;05/01/2022;06/01/2022;;C
15905;151;24;4-28467;Programado;Preventivo;IB;732.299,00;14/12/2021;15/12/2021;;C
15419;151;24;13-11283;Programado;Preventivo;IQ3;725.054,00;24/11/2021;25/11/2021;;C
15323;151;24;4-27940;Programado;Preventivo;IQ2;718.282,00;10/11/2021;11/11/2021;;C
15233;151;24;130-11113;Programado;Preventivo;IQ1;712.341,00;29/10/2021;30/10/2021;;C
13029;151;24;287-2866;Programado;Preventivo;IB;704.714,00;25/09/2021;14/10/2021;Se detuvo el 25/09/2021;C
12952;151;24;130-10856;Programado;Preventivo;IQ3;703.194,00;21/09/2021;22/09/2021;;C
12834;151;24;130-10741;Programado;Preventivo;IQ2;695.306,00;04/09/2021;05/09/2021;;C
12699;151;24;130-10611;Programado;Preventivo;IQ1;686.505,00;16/08/2021;17/08/2021;;C
12592;151;24;4-26125;Programado;Preventivo;IB;679.965,00;01/08/2021;02/08/2021;;C
12492;151;24;130-10413;Programado;Preventivo;IQ3;673.274,00;18/07/2021;19/07/2021;;C
12386;151;24;130-10300;Programado;Preventivo;IQ2;666.237,00;01/07/2021;02/07/2021;;C
12285;151;24;130-10209;Programado;Preventivo;IQ1;660.160,00;17/06/2021;18/06/2021;;C
12189;151;24;130-10118;Programado;Preventivo;IB;653.645,00;04/06/2021;05/06/2021;;C
12095;151;24;130-10033;Programado;Preventivo;IQ3;647.155,00;22/05/2021;23/05/2021;;C
11997;151;24;130-9948;Programado;Preventivo;IQ2;640.818,00;10/05/2021;11/05/2021;;C
11897;151;24;130-9859;Programado;Preventivo;IQ1;635.076,00;27/04/2021;28/04/2021;;C
11783;151;24;4-23924;Programado;Preventivo;IB;628.572,00;12/04/2021;13/04/2021;;C
11709;151;24;130-9665;Programado;Preventivo;IQ3;622.479,00;30/03/2021;30/03/2021;;C
11619;151;24;130-9573;Programado;Preventivo;IQ2;616.299,00;16/03/2021;16/03/2021;;C
11520;151;24;130-9472;Programado;Preventivo;IQ1;610.019,00;02/03/2021;02/03/2021;;C
11422;151;24;4-22837;Programado;Preventivo;IB;603.968,00;17/02/2021;17/02/2021;;C
11280;151;24;130-9232;Programado;Preventivo;IQ3;593.286,00;27/01/2021;27/01/2021;;C
11198;151;24;130-9157;Programado;Preventivo;IQ2;587.713,00;16/01/2021;16/01/2021;;C
9021;151;24;130-9036;Programado;Preventivo;IQ1;580.689,00;30/12/2020;30/12/2020;;C
