Id_OT_Simaf;Formaciones;Módulos;OT_Simaf;Ingreso;Tipo_Tarea;Tarea;Km;Fecha_Inicio;Fecha_Fin;Observaciones;Clase_Vehículos
31486;157;1;42575;Programado;Preventivo;IQ3;1.281.425,00;30/11/2025;01/12/2025;;C
31350;157;1;40438;Programado;Preventivo;IQ2;1.275.638,00;16/11/2025;17/11/2025;;C
31244;157;1;38705;Programado;Preventivo;IQ1;1.270.765,00;05/11/2025;06/11/2025;;C
31124;157;1;37020;Programado;Preventivo;IB;1.265.957,00;26/10/2025;27/10/2025;;C
30961;157;1;34575;Programado;Preventivo;IQ3;1.259.175,00;10/10/2025;11/10/2025;;C
30824;157;1;32387;Programado;Preventivo;IQ2;1.253.446,00;27/09/2025;28/09/2025;;C
30699;157;1;30472;Programado;Preventivo;IQ1;1.247.635,00;15/09/2025;16/09/2025;;C
30455;157;1;26937;Programado;Preventivo;AN4;1.243.942,00;22/08/2025;05/09/2025;;C
30293;157;1;24967;Programado;Preventivo;IB;1.237.862,00;10/08/2025;11/08/2025;;C
30168;157;1;23033;Programado;Preventivo;IQ3;1.232.869,00;28/07/2025;29/07/2025;;C
30065;157;1;21394;Programado;Preventivo;IQ2;1.227.186,00;16/07/2025;17/07/2025;;C
29930;157;1;19344;Programado;Preventivo;IQ1;1.222.088,00;02/07/2025;03/07/2025;;C
29802;157;1;17426;Programado;Preventivo;IB;1.215.987,00;19/06/2025;20/06/2025;;C
29639;157;1;15180;Programado;Preventivo;IQ3;1.209.190,00;04/06/2025;05/06/2025;;C
29479;157;1;13057;Programado;Preventivo;IQ2;1.201.913,00;20/05/2025;21/05/2025;;C
29358;157;1;11046;Programado;Preventivo;IQ1;1.196.044,00;08/05/2025;09/05/2025;;C
29212;157;1;8354;Programado;Preventivo;IB;1.190.529,00;24/04/2025;25/04/2025;;C
29071;157;1;6122;Programado;Preventivo;IQ3;1.185.564,00;10/04/2025;11/04/2025;;C
28934;157;1;4-47370;Programado;Preventivo;IQ2;1.179.596,00;27/03/2025;28/03/2025;;C
28790;157;1;130-19217;Programado;Preventivo;IQ1;1.172.591,00;12/03/2025;13/03/2025;;C
28622;157;1;4-46898;Programado;Preventivo;IB;1.166.600,00;25/02/2025;26/02/2025;;C
28454;157;1;130-19016;Programado;Preventivo;IQ3;1.160.804,00;10/02/2025;11/02/2025;;C
28304;157;1;130-18913;Programado;Preventivo;IQ2;1.153.964,00;26/01/2025;27/01/2025;;C
28158;157;1;130-18815;Programado;Preventivo;IQ1;1.147.512,00;12/01/2025;13/01/2025;;C
27958;157;1;4-45973;Programado;Preventivo;IB;1.141.891,00;25/12/2024;26/12/2024;;C
28041;157;1;287-12225;Programado;Preventivo;Tareas de OT;1.138.443,00;17/12/2024;17/12/2024;;C
27840;157;1;130-18604;Programado;Preventivo;IQ3;1.136.383,00;12/12/2024;13/12/2024;;C
27701;157;1;130-18510;Programado;Preventivo;IQ2;1.131.327,00;29/11/2024;30/11/2024;;C
27551;157;1;130-18417;Programado;Preventivo;IQ1;1.124.897,00;15/11/2024;16/11/2024;;C
27393;157;1;4-45116;Programado;Preventivo;IB;1.119.307,00;04/11/2024;05/11/2024;;C
27240;157;1;130-18244;Programado;Preventivo;IQ3;1.114.218,00;20/10/2024;21/10/2024;;C
27094;157;1;130-18147;Programado;Preventivo;IQ2;1.107.276,00;05/10/2024;06/10/2024;;C
27000;157;1;130-18080;Programado;Preventivo;IQ1;1.101.951,00;25/09/2024;26/09/2024;;C
26790;157;1;4-44274;Programado;Preventivo;IB;1.095.257,00;08/09/2024;09/09/2024;;C
26659;157;1;130-17874;Programado;Preventivo;IQ3;1.088.121,00;25/08/2024;26/08/2024;;C
26511;157;1;130-17803;Programado;Preventivo;IQ2;1.082.001,00;13/08/2024;14/08/2024;;C
26379;157;1;130-17722;Programado;Preventivo;IQ1;1.075.782,00;31/07/2024;01/08/2024;;C
26093;157;1;287-10987;Programado;Preventivo;BA3;1.069.547,00;06/07/2024;18/07/2024;;C
26015;157;1;4-43182;Programado;Preventivo;IB;1.066.565,00;28/06/2024;29/06/2024;;C
25854;157;1;130-17387;Programado;Preventivo;IQ3;1.059.985,00;12/06/2024;13/06/2024;;C
25738;157;1;130-17302;Programado;Preventivo;IQ2;1.053.839,00;31/05/2024;01/06/2024;;C
25504;157;1;130-17152;Programado;Preventivo;IQ1;1.046.993,00;09/05/2024;10/05/2024;;C
25410;157;1;4-42287;Programado;Preventivo;IB;1.043.462,00;30/04/2024;01/05/2024;;C
25271;157;1;130-17001;Programado;Preventivo;IQ3;1.036.799,00;16/04/2024;17/04/2024;;C
25129;157;1;130-16910;Programado;Preventivo;IQ2;1.030.486,00;03/04/2024;04/04/2024;;C
24983;157;1;130-16815;Programado;Preventivo;IQ1;1.023.724,00;19/03/2024;20/03/2024;;C
24856;157;1;4-41414;Programado;Preventivo;IB;1.018.591,00;08/03/2024;09/03/2024;;C
24693;157;1;130-16629;Programado;Preventivo;IQ3;1.013.360,00;22/02/2024;23/02/2024;;C
24557;157;1;130-16527;Programado;Preventivo;IQ2;1.007.214,00;07/02/2024;08/02/2024;;C
24380;157;1;130-16432;Programado;Preventivo;IQ1;999.819,00;22/01/2024;23/01/2024;;C
24268;157;1;4-40461;Programado;Preventivo;IB;994.771,00;11/01/2024;12/01/2024;;C
24111;157;1;130-16269;Programado;Preventivo;IQ3;987.552,00;27/12/2023;28/12/2023;;C
23913;157;1;130-16146;Programado;Preventivo;IQ2;981.679,00;08/12/2023;09/12/2023;;C
23801;157;1;130-16079;Programado;Preventivo;IQ1;977.226,00;27/11/2023;28/11/2023;;C
23621;157;1;4-39417;Programado;Preventivo;IB;970.022,00;10/11/2023;11/11/2023;;C
23499;157;1;130-15902;Programado;Preventivo;IQ3;964.796,00;30/10/2023;31/10/2023;;C
23356;157;1;130-15811;Programado;Preventivo;IQ2;959.531,00;17/10/2023;18/10/2023;;C
23245;157;1;130-15735;Programado;Preventivo;IQ1;954.074,00;05/10/2023;06/10/2023;;C
23082;157;1;4-38602;Programado;Preventivo;IB;947.860,00;21/09/2023;22/09/2023;;C
22963;157;1;130-15568;Programado;Preventivo;IQ3;941.692,00;09/09/2023;10/09/2023;;C
22833;157;1;130-15498;Programado;Preventivo;IQ2;936.020,00;28/08/2023;29/08/2023;;C
22709;157;1;4-38051;Programado;Preventivo;IQ1;931.092,00;16/08/2023;17/08/2023;;C
22532;157;1;4-37801;Programado;Preventivo;IB;924.675,00;01/08/2023;02/08/2023;;C
22402;157;1;130-15238;Programado;Preventivo;IQ3;918.133,00;19/07/2023;20/07/2023;;C
22289;157;1;130-15171;Programado;Preventivo;IQ2;913.506,00;09/07/2023;10/07/2023;;C
22161;157;1;130-15091;Programado;Preventivo;IQ1;907.738,00;27/06/2023;28/06/2023;;C
21892;157;1;287-7680;Programado;Preventivo;AN3;901.181,00;01/06/2023;09/06/2023;;C
21847;157;1;130-14894;Programado;Preventivo;IQ2;899.524,00;29/05/2023;30/05/2023;;C
21748;157;1;130-14824;Programado;Preventivo;IQ1;894.664,00;18/05/2023;19/05/2023;;C
21614;157;1;4-36466;Programado;Preventivo;IB;889.195,00;07/05/2023;08/05/2023;;C
21482;157;1;130-14652;Programado;Preventivo;IQ3;883.080,00;23/04/2023;24/04/2023;;C
21323;157;1;130-14548;Programado;Preventivo;IQ2;875.909,00;08/04/2023;09/04/2023;;C
21219;157;1;287-7117;Programado;Preventivo;IQ1;870.702,00;28/03/2023;29/03/2023;;C
21091;157;1;4-35665;Programado;Preventivo;IB;865.102,00;16/03/2023;17/03/2023;;C
20951;157;1;130-14301;Programado;Preventivo;IQ3;858.519,00;02/03/2023;03/03/2023;;C
20799;157;1;130-14199;Programado;Preventivo;IQ2;852.400,00;15/02/2023;16/02/2023;;C
20691;157;1;130-14133;Programado;Preventivo;IQ1;847.308,00;05/02/2023;06/02/2023;;C
20563;157;1;4-34871;Programado;Preventivo;IB;841.801,00;24/01/2023;25/01/2023;;C
20384;157;1;130-13945;Programado;Preventivo;IQ3;834.270,00;06/01/2023;07/01/2023;;C
20245;157;1;130-13874;Programado;Preventivo;IQ2;828.651,00;26/12/2022;27/12/2022;;C
20090;157;1;130-13772;Programado;Preventivo;IQ1;822.308,00;10/12/2022;11/12/2022;;C
19951;157;1;4-33976;Programado;Preventivo;IB;816.152,00;27/11/2022;28/11/2022;;C
19831;157;1;130-13611;Programado;Preventivo;IQ3;811.534,00;14/11/2022;15/11/2022;;C
19708;157;1;130-13538;Programado;Preventivo;IQ2;806.594,00;02/11/2022;03/11/2022;;C
19564;157;1;130-13464;Programado;Preventivo;IQ1;800.015,00;21/10/2022;22/10/2022;;C
19441;157;1;4-33222;Programado;Preventivo;IB;794.453,00;09/10/2022;10/10/2022;;C
19327;157;1;130-13309;Programado;Preventivo;IQ3;789.973,00;26/09/2022;27/09/2022;;C
19199;157;1;130-13216;Programado;Preventivo;IQ2;784.256,00;13/09/2022;14/09/2022;;C
19063;157;1;130-13121;Programado;Preventivo;IQ1;777.214,00;30/08/2022;31/08/2022;;C
18946;157;1;4-32447;Programado;Preventivo;IB;771.550,00;19/08/2022;20/08/2022;;C
18841;157;1;287-5573;Programado;Preventivo;IQ3;768.120,00;10/08/2022;10/08/2022;;C
18621;157;1;130-12863;Programado;Preventivo;IQ2;758.223,00;21/07/2022;22/07/2022;;C
18517;157;1;130-12792;Programado;Preventivo;IQ1;753.753,00;11/07/2022;12/07/2022;;C
18338;157;1;4-31533;Programado;Preventivo;IB;745.982,00;24/06/2022;25/06/2022;;C
18195;157;1;4-31326;Programado;Preventivo;IQ3;739.905,00;10/06/2022;11/06/2022;;C
18055;157;1;130-12518;Programado;Preventivo;IQ2;733.789,00;29/05/2022;30/05/2022;;C
17903;157;1;130-12415;Programado;Preventivo;IQ1;726.278,00;13/05/2022;14/05/2022;;C
17138;157;1;287-4559;Programado;Preventivo;RS;719.232,00;05/04/2022;29/04/2022;;C
17021;157;1;130-12078;Programado;Preventivo;IQ3;714.027,00;24/03/2022;25/03/2022;;C
16933;157;1;4-29878;Programado;Preventivo;IQ2;708.003,00;11/03/2022;12/03/2022;;C
16832;157;1;130-11898;Programado;Preventivo;IQ1;701.122,00;25/02/2022;26/02/2022;;C
16715;157;1;4-29452;Programado;Preventivo;IB;695.075,00;14/02/2022;15/02/2022;;C
16577;157;1;130-11681;Programado;Preventivo;IQ3;686.814,00;25/01/2022;26/01/2022;;C
15744;157;1;130-11571;Programado;Preventivo;IQ2;680.442,00;08/01/2022;09/01/2022;;C
15706;157;1;130-11496;Programado;Preventivo;IQ1;673.961,00;26/12/2021;27/12/2021;;C
15543;157;1;4-28437;Programado;Preventivo;IB;667.240,00;12/12/2021;13/12/2021;;C
15433;157;1;4-28197;Programado;Preventivo;IQ3;660.507,00;26/11/2021;27/11/2021;;C
15342;157;1;130-11210;Programado;Preventivo;IQ2;654.076,00;12/11/2021;13/11/2021;;C
15201;157;1;130-11084;Programado;Preventivo;IQ1;645.880,00;25/10/2021;26/10/2021;;C
15101;157;1;4-27411;Programado;Preventivo;IB;640.054,00;12/10/2021;13/10/2021;;C
12980;157;1;130-10886;Programado;Preventivo;IQ3;633.209,00;25/09/2021;26/09/2021;;C
12894;157;1;130-10804;Programado;Preventivo;IQ2;628.067,00;13/09/2021;14/09/2021;;C
12811;157;1;130-10722;Programado;Preventivo;IQ1;622.183,00;01/09/2021;02/09/2021;;C
12683;157;1;4-26268;Programado;Preventivo;BA2;616.821,00;09/08/2021;14/08/2021;;C
12542;157;1;130-10461;Programado;Preventivo;IQ3;609.284,00;25/07/2021;26/07/2021;;C
12451;157;1;130-10372;Programado;Preventivo;IQ2;602.457,00;12/07/2021;13/07/2021;;C
12366;157;1;4-25490;Programado;Preventivo;IQ1;596.378,00;28/06/2021;29/06/2021;Realizo Dep. Llav.;C
12280;157;1;4-25250;Programado;Preventivo;IB;590.717,00;16/06/2021;17/06/2021;;C
12162;157;1;4-24957;Programado;Preventivo;IQ3;584.437,00;01/06/2021;02/06/2021;;C
12072;157;1;130-10012;Programado;Preventivo;IQ2;577.956,00;19/05/2021;20/05/2021;;C
11962;157;1;130-9915;Programado;Preventivo;IQ1;571.381,00;05/05/2021;06/05/2021;;C
11871;157;1;4-24174;Programado;Preventivo;IB;565.478,00;23/04/2021;24/04/2021;;C
11771;157;1;130-9739;Programado;Preventivo;IQ3;559.447,00;10/04/2021;11/04/2021;;C
11564;157;1;130-9511;Programado;Preventivo;IQ1;543.196,00;08/03/2021;08/03/2021;;C
11435;157;1;4-22863;Programado;Preventivo;IB;535.142,00;18/02/2021;18/02/2021;;C
11306;157;1;130-9258;Programado;Preventivo;IQ3;526.065,00;30/01/2021;30/01/2021;;C
11221;157;1;130-9178;Programado;Preventivo;IQ2;520.011,00;19/01/2021;19/01/2021;;C
11138;157;1;130-9093;Programado;Preventivo;IQ1;514.487,00;07/01/2021;07/01/2021;;C
8986;157;1;4-21814;Programado;Preventivo;IB;508.880,00;25/12/2020;25/12/2020;;C
8914;157;1;130-8935;Programado;Preventivo;IQ3;504.557,00;15/12/2020;15/12/2020;;C
8816;157;1;130-8839;Programado;Preventivo;IQ2;498.510,00;01/12/2020;01/12/2020;;C
8701;157;1;130-8737;Programado;Preventivo;IQ1;492.309,00;16/11/2020;16/11/2020;;C
8628;157;1;4-20701;Programado;Preventivo;AN2;487.109,00;30/10/2020;06/11/2020;;C
8460;157;1;130-8498;Programado;Preventivo;IQ2;482.324,00;14/10/2020;14/10/2020;;C
8374;157;1;130-8412;Programado;Preventivo;IQ1;475.725,00;01/10/2020;01/10/2020;;C
8278;157;1;4-19926;Programado;Preventivo;IB;468.955,00;17/09/2020;17/09/2020;;C
8161;157;1;130-8194;Programado;Preventivo;IQ3;460.483,00;31/08/2020;31/08/2020;;C
8060;157;1;130-9096;Programado;Preventivo;IQ2;454.748,00;17/08/2020;17/08/2020;;C
7957;157;1;130-7989;Programado;Preventivo;IQ1;448.158,00;02/08/2020;02/08/2020;;C
7821;157;1;4-18728;Programado;Preventivo;IB;441.899,00;14/07/2020;14/07/2020;;C
7708;157;1;130-7736;Programado;Preventivo;IQ3;435.714,00;28/06/2020;28/06/2020;;C
7613;157;1;130-7649;Programado;Preventivo;IQ2;429.041,00;15/06/2020;15/06/2020;;C
7506;157;1;130-7545;Programado;Preventivo;IQ1;422.326,00;31/05/2020;31/05/2020;;C
7414;157;1;4-17629;Programado;Preventivo;IB;416.575,00;19/05/2020;19/05/2020;;C
7290;157;1;130-7322;Programado;Preventivo;IQ3;409.867,00;02/05/2020;02/05/2020;;C
7187;157;1;130-7223;Programado;Preventivo;IQ2;403.648,00;18/04/2020;18/04/2020;;C
7079;157;1;130-7093;Programado;Preventivo;IQ1;395.751,00;27/03/2020;27/03/2020;;C
6981;157;1;4-16323;Programado;Preventivo;IB;390.364,00;12/03/2020;12/03/2020;;C
6862;157;1;130-6879;Programado;Preventivo;IQ3;382.987,00;25/02/2020;25/02/2020;;C
6751;157;1;130-6766;Programado;Preventivo;IQ2;375.299,00;08/02/2020;08/02/2020;;C
6647;157;1;130-6673;Programado;Preventivo;IQ1;368.077,00;25/01/2020;25/01/2020;;C
6551;157;1;4-15140;Programado;Preventivo;IB;361.418,00;12/01/2020;12/01/2020;;C
6431;157;1;130-6454;Programado;Preventivo;IQ3;354.657,00;26/12/2019;26/12/2019;;C
6330;157;1;130-6347;Programado;Preventivo;IQ2;347.403,00;11/12/2019;11/12/2019;;C
6227;157;1;130-6239;Programado;Preventivo;IQ1;340.962,00;27/11/2019;27/11/2019;;C
6114;157;1;4-13884;Programado;Preventivo;IB;332.974,00;11/11/2019;11/11/2019;;C
6007;157;1;SINF-05848;Programado;Preventivo;IQ3;326.113,00;28/10/2019;28/10/2019;;C
5899;157;1;SINF-05761;Programado;Preventivo;IQ2;317.945,00;13/10/2019;13/10/2019;;C
5808;157;1;130-5743;Programado;Preventivo;IQ1;310.512,00;28/09/2019;28/09/2019;;C
5725;157;1;SINF-05619;Programado;Preventivo;IB;304.703,00;15/09/2019;15/09/2019;;C
5646;157;1;SINF-05551;Programado;Preventivo;IQ;297.232,00;31/08/2019;31/08/2019;;C
5560;157;1;SINF-05469;Programado;Preventivo;IQ;290.402,00;17/08/2019;17/08/2019;;C
5466;157;1;SINF-05384;Programado;Preventivo;IQ;282.693,00;02/08/2019;02/08/2019;;C
5362;157;1;4-11387;Programado;Preventivo;IB;274.424,00;17/07/2019;17/07/2019;;C
5280;157;1;SINF-05207;Programado;Preventivo;IQ;268.376,00;04/07/2019;04/07/2019;;C
5194;157;1;SINF-05130;Programado;Preventivo;IQ;262.410,00;23/06/2019;23/06/2019;;C
5121;157;1;SINF-05059;Programado;Preventivo;IQ;258.905,00;12/06/2019;12/06/2019;;C
5046;157;1;SINF-04988;Programado;Preventivo;BA1;254.322,00;31/05/2019;03/06/2019;;C
4936;157;1;SINF-04886;Programado;Preventivo;IQ;245.471,00;10/05/2019;10/05/2019;;C
4855;157;1;SINF-04805;Programado;Preventivo;IQ;239.767,00;27/04/2019;27/04/2019;;C
4759;157;1;SINF-04718;Programado;Preventivo;IB;231.799,00;13/04/2019;13/04/2019;;C
4644;157;1;4-9231;Programado;Preventivo;IQ;224.944,00;27/03/2019;27/03/2019;;C
4567;157;1;SINF-04536;Programado;Preventivo;IQ;219.456,00;15/03/2019;15/03/2019;;C
4483;157;1;SINF-04454;Programado;Preventivo;IQ;212.991,00;02/03/2019;02/03/2019;;C
4398;157;1;SINF-04371;Programado;Preventivo;IB;206.472,00;17/02/2019;17/02/2019;;C
4301;157;1;SINF-04277;Programado;Preventivo;IQ;198.982,00;02/02/2019;02/02/2019;;C
4180;157;1;SINF-04166;Programado;Preventivo;IQ;185.058,00;07/01/2019;07/01/2019;;C
4118;157;1;SINF-04102;Programado;Preventivo;IB;179.851,00;24/12/2018;24/12/2018;;C
3993;157;1;SINF-03977;Programado;Preventivo;IQ;166.592,00;22/11/2018;22/11/2018;;C
3915;157;1;SINF-03901;Programado;Preventivo;IQ;161.348,00;09/11/2018;09/11/2018;;C
3835;157;1;SINF-03819;Programado;Preventivo;IB;155.234,00;27/10/2018;27/10/2018;;C
3750;157;1;SINF-03736;Programado;Preventivo;IQ;149.463,00;13/10/2018;13/10/2018;;C
3587;157;1;SINF-03573;Programado;Preventivo;IQ;134.943,00;13/09/2018;13/09/2018;;C
3506;157;1;SINF-03490;Programado;Preventivo;IB;129.527,00;31/08/2018;31/08/2018;;C
3415;157;1;SINF-03401;Programado;Preventivo;IQ;122.881,00;15/08/2018;15/08/2018;;C
3335;157;1;SINF-03319;Programado;Preventivo;IQ;116.839,00;02/08/2018;02/08/2018;;C
3255;157;1;SINF-03244;Programado;Preventivo;IQ;110.843,00;20/07/2018;20/07/2018;;C
3173;157;1;SINF-03158;Programado;Preventivo;IB;105.529,00;07/07/2018;07/07/2018;;C
3074;157;1;SINF-03058;Programado;Preventivo;IQ;99.286,00;20/06/2018;20/06/2018;;C
2996;157;1;SINF-02983;Programado;Preventivo;IQ;93.428,00;07/06/2018;07/06/2018;;C
2874;157;1;SINF-02865;Programado;Preventivo;IQ;84.401,00;15/05/2018;15/05/2018;;C
2790;157;1;SINF-02774;Programado;Preventivo;IB;77.763,00;27/04/2018;27/04/2018;;C
2627;157;1;SINF-02618;Programado;Preventivo;IQ;64.631,00;28/03/2018;28/03/2018;;C
2559;157;1;SINF-02547;Programado;Preventivo;IQ;57.938,00;12/03/2018;12/03/2018;;C
2473;157;1;SINF-02457;Programado;Preventivo;IQ;50.396,00;22/02/2018;22/02/2018;;C
2413;157;1;SINF-02397;Programado;Preventivo;IB;45.361,00;08/02/2018;08/02/2018;;C
2326;157;1;SINF-02313;Programado;Preventivo;IQ;37.595,00;23/01/2018;23/01/2018;;C
2240;157;1;SINF-02224;Programado;Preventivo;IQ;30.407,00;05/01/2018;05/01/2018;;C
2160;157;1;SINF-02148;Programado;Preventivo;IQ;24.799,00;18/12/2017;18/12/2017;;C
2074;157;1;SINF-02058;Programado;Preventivo;IB;19.540,00;01/12/2017;01/12/2017;;C
1996;157;1;SINF-01980;Programado;Preventivo;IQ;14.125,00;15/11/2017;15/11/2017;;C
1894;157;1;SINF-01882;Programado;Preventivo;IQ;6.763,00;25/10/2017;25/10/2017;;C
1785;157;1;SINF-01771;Programado;Preventivo;Puesta en Servicio;0,00;30/09/2017;30/09/2017;;C
1781;157;1;SINF-01765;Programado;Preventivo;IQ;601,00;29/09/2017;29/09/2017;;C
30;157;1;SINF-00014;Programado;Preventivo;IQ;6.602,00;31/07/2015;31/07/2015;;C
31509;133;2;42951;Programado;Preventivo;IQ2;1.305.308,00;02/12/2025;03/12/2025;;C
31331;133;2;40008;Programado;Preventivo;IQ1;1.298.512,00;13/11/2025;14/11/2025;;C
31188;133;2;37915;Programado;Preventivo;IB;1.293.090,00;31/10/2025;01/11/2025;;C
31063;133;2;36104;Programado;Preventivo;IQ3;1.287.716,00;20/10/2025;21/10/2025;;C
30909;133;2;33656;Programado;Preventivo;IQ2;1.281.019,00;05/10/2025;06/10/2025;;C
30775;133;2;31602;Programado;Preventivo;IQ1;1.275.620,00;22/09/2025;23/09/2025;;C
30601;133;2;29038;Programado;Preventivo;IB;1.269.250,00;05/09/2025;06/09/2025;;C
30454;133;2;27043;Programado;Preventivo;IQ3;1.263.646,00;24/08/2025;25/08/2025;;C
30291;133;2;24897;Programado;Preventivo;IQ2;1.258.035,00;09/08/2025;10/08/2025;;C
30157;133;2;22893;Programado;Preventivo;IQ1;1.252.190,00;27/07/2025;28/07/2025;;C
30027;133;2;20872;Programado;Preventivo;IB;1.245.303,00;13/07/2025;14/07/2025;;C
29941;133;2;19528;Programado;Preventivo;IQ3;1.241.763,00;03/07/2025;04/07/2025;;C
29791;133;2;17216;Programado;Preventivo;IQ2;1.235.395,00;18/06/2025;19/06/2025;;C
29665;133;2;15507;Programado;Preventivo;IQ1;1.229.434,00;06/06/2025;07/06/2025;;C
29557;133;2;14245;Programado;Preventivo;IB;1.225.540,00;28/05/2025;29/05/2025;;C
29471;133;2;12892;Programado;Preventivo;IQ3;1.220.824,00;19/05/2025;20/05/2025;;C
29309;133;2;9845;Programado;Preventivo;IQ2;1.215.773,00;04/05/2025;05/05/2025;;C
29185;133;2;7813;Programado;Preventivo;IQ1;1.209.282,00;21/04/2025;22/04/2025;;C
28919;133;2;5659;Programado;Preventivo;IB;1.204.138,00;26/03/2025;07/04/2025;;C
28848;133;2;130-19257;Programado;Preventivo;IQ2;1.199.583,00;18/03/2025;19/03/2025;;C
28709;133;2;130-19168;Programado;Preventivo;IQ1;1.193.352,00;05/03/2025;06/03/2025;;C
28558;133;2;4-46809;Programado;Preventivo;IB;1.187.160,00;19/02/2025;20/02/2025;;C
28425;133;2;130-18994;Programado;Preventivo;IQ3;1.181.268,00;06/02/2025;07/02/2025;;C
28337;133;2;287-12568;Programado;Preventivo;Tareas de OT;1.177.215,00;28/01/2025;28/01/2025;;C
28281;133;2;130-18892;Programado;Preventivo;IQ2;1.175.236,00;23/01/2025;24/01/2025;;C
28152;133;2;130-18809;Programado;Preventivo;IQ1;1.169.259,00;11/01/2025;12/01/2025;;C
27928;133;2;4-45940;Programado;Preventivo;IB;1.163.237,00;22/12/2024;23/12/2024;;C
27829;133;2;130-18598;Programado;Preventivo;IQ3;1.159.162,00;11/12/2024;12/12/2024;;C
27649;133;2;4-45472;Programado;Preventivo;IQ2;1.151.993,00;25/11/2024;26/11/2024;;C
27506;133;2;130-18391;Programado;Preventivo;IQ1;1.144.750,00;11/11/2024;12/11/2024;;C
27154;133;2;287-11752;Programado;Preventivo;BA3;1.139.572,00;11/10/2024;30/10/2024;;C
27022;133;2;130-18094;Programado;Preventivo;IQ1;1.134.202,00;27/09/2024;28/09/2024;;C
27449;133;2;287-11585;Programado;Preventivo;Tareas de OT;1.132.400,00;24/09/2024;24/09/2024;;C
26825;133;2;4-44306;Programado;Preventivo;IB;1.127.114,00;10/09/2024;11/09/2024;;C
26651;133;2;130-17865;Programado;Preventivo;IQ3;1.120.406,00;24/08/2024;25/08/2024;;C
26430;133;2;130-17753;Programado;Preventivo;IQ2;1.113.750,00;05/08/2024;06/08/2024;;C
26307;133;2;130-17671;Programado;Preventivo;IQ1;1.107.451,00;24/07/2024;25/07/2024;;C
26154;133;2;4-43402;Programado;Preventivo;IB;1.101.350,00;11/07/2024;12/07/2024;;C
25940;133;2;130-17450;Programado;Preventivo;IQ3;1.092.324,00;22/06/2024;23/06/2024;;C
25840;133;2;130-17375;Programado;Preventivo;IQ2;1.086.238,00;10/06/2024;11/06/2024;;C
25716;133;2;130-17290;Programado;Preventivo;IQ1;1.080.851,00;29/05/2024;30/05/2024;;C
25579;133;2;4-42516;Programado;Preventivo;IB;1.074.660,00;16/05/2024;17/05/2024;;C
25438;133;2;130-17109;Programado;Preventivo;IQ3;1.068.074,00;02/05/2024;03/05/2024;;C
25289;133;2;130-17011;Programado;Preventivo;IQ2;1.061.685,00;18/04/2024;19/04/2024;;C
25141;133;2;130-16917;Programado;Preventivo;IQ1;1.055.509,00;04/04/2024;05/04/2024;;C
24988;133;2;4-41609;Programado;Preventivo;IB;1.048.233,00;20/03/2024;21/03/2024;;C
24859;133;2;130-16731;Programado;Preventivo;IQ3;1.042.854,00;08/03/2024;09/03/2024;;C
24718;133;2;130-16648;Programado;Preventivo;IQ2;1.037.463,00;25/02/2024;26/02/2024;;C
24619;133;2;130-16574;Programado;Preventivo;IQ1;1.032.155,00;14/02/2024;15/02/2024;;C
24409;133;2;287-9625;Programado;Preventivo;IB;1.025.457,00;26/01/2024;01/02/2024;;C
24323;133;2;130-16395;Programado;Preventivo;IQ2;1.021.912,00;16/01/2024;17/01/2024;;C
24175;133;2;130-16306;Programado;Preventivo;IQ1;1.016.381,00;02/01/2024;03/01/2024;;C
24028;133;2;4-40089;Programado;Preventivo;IB;1.010.037,00;20/12/2023;21/12/2023;;C
23911;133;2;130-16144;Programado;Preventivo;IQ3;1.004.038,00;08/12/2023;09/12/2023;;C
23780;133;2;130-16063;Programado;Preventivo;IQ2;997.836,00;25/11/2023;26/11/2023;;C
23660;133;2;130-15998;Programado;Preventivo;IQ1;992.765,00;14/11/2023;15/11/2023;;C
23513;133;2;4-39259;Programado;Preventivo;IB;986.733,00;01/11/2023;02/11/2023;;C
23398;133;2;130-15836;Programado;Preventivo;IQ3;981.320,00;21/10/2023;22/10/2023;;C
23303;133;2;130-15777;Programado;Preventivo;IQ2;976.699,00;11/10/2023;12/10/2023;;C
23135;133;2;130-15674;Programado;Preventivo;IQ1;970.219,00;26/09/2023;27/09/2023;;C
22917;133;2;287-8478;Programado;Preventivo;AN4;965.177,00;05/09/2023;14/09/2023;;C
22767;133;2;130-15460;Programado;Preventivo;IQ2;959.655,00;22/08/2023;23/08/2023;;C
22652;133;2;4-37991;Programado;Preventivo;IQ1;954.632,00;11/08/2023;12/08/2023;;C
22522;133;2;4-37782;Programado;Preventivo;IB;949.666,00;31/07/2023;01/08/2023;;C
22345;133;2;130-15206;Programado;Preventivo;IQ3;941.536,00;14/07/2023;15/07/2023;;C
22241;133;2;130-15138;Programado;Preventivo;IQ2;936.266,00;04/07/2023;05/07/2023;;C
22124;133;2;130-15062;Programado;Preventivo;IQ1;931.938,00;23/06/2023;24/06/2023;;C
21986;133;2;4-36984;Programado;Preventivo;IB;926.644,00;11/06/2023;12/06/2023;;C
21862;133;2;130-14901;Programado;Preventivo;IQ3;921.834,00;30/05/2023;31/05/2023;;C
21659;133;2;287-7469;Programado;Preventivo;IQ2;915.276,00;10/05/2023;11/05/2023;;C
21518;133;2;130-14670;Programado;Preventivo;IQ1;908.896,00;26/04/2023;27/04/2023;;C
